Geography,Geographic Area Name,population_25p_bachelors_or_higher
1400000US12001000201,Census Tract 2.01; Alachua County; Florida,807
1400000US12111382013,Census Tract 3820.13; St. Lucie County; Florida,733
1400000US12111382014,Census Tract 3820.14; St. Lucie County; Florida,1441
1400000US12111382015,Census Tract 3820.15; St. Lucie County; Florida,617
1400000US12111382016,Census Tract 3820.16; St. Lucie County; Florida,1817
1400000US12111382110,Census Tract 3821.10; St. Lucie County; Florida,1123
1400000US12111382112,Census Tract 3821.12; St. Lucie County; Florida,1969
1400000US12111382114,Census Tract 3821.14; St. Lucie County; Florida,1232
1400000US12111382115,Census Tract 3821.15; St. Lucie County; Florida,1245
1400000US12111382116,Census Tract 3821.16; St. Lucie County; Florida,951
1400000US12111382117,Census Tract 3821.17; St. Lucie County; Florida,1401
1400000US12111382118,Census Tract 3821.18; St. Lucie County; Florida,940
1400000US12111382119,Census Tract 3821.19; St. Lucie County; Florida,1240
1400000US12111382120,Census Tract 3821.20; St. Lucie County; Florida,896
1400000US12111382121,Census Tract 3821.21; St. Lucie County; Florida,1080
1400000US12111382122,Census Tract 3821.22; St. Lucie County; Florida,1494
1400000US12111382123,Census Tract 3821.23; St. Lucie County; Florida,1248
1400000US12111382124,Census Tract 3821.24; St. Lucie County; Florida,479
1400000US12111382125,Census Tract 3821.25; St. Lucie County; Florida,513
1400000US12111382126,Census Tract 3821.26; St. Lucie County; Florida,5458
1400000US12111382127,Census Tract 3821.27; St. Lucie County; Florida,2253
1400000US12111382128,Census Tract 3821.28; St. Lucie County; Florida,937
1400000US12111382129,Census Tract 3821.29; St. Lucie County; Florida,1002
1400000US12111382130,Census Tract 3821.30; St. Lucie County; Florida,678
1400000US12111382201,Census Tract 3822.01; St. Lucie County; Florida,1060
1400000US12111382202,Census Tract 3822.02; St. Lucie County; Florida,815
1400000US12111980000,Census Tract 9800; St. Lucie County; Florida,0
1400000US12111990000,Census Tract 9900; St. Lucie County; Florida,0
1400000US12113010100,Census Tract 101; Santa Rosa County; Florida,350
1400000US12113010200,Census Tract 102; Santa Rosa County; Florida,595
1400000US12113010301,Census Tract 103.01; Santa Rosa County; Florida,1527
1400000US12113010302,Census Tract 103.02; Santa Rosa County; Florida,1759
1400000US12113010303,Census Tract 103.03; Santa Rosa County; Florida,1334
1400000US12113010400,Census Tract 104; Santa Rosa County; Florida,512
1400000US12113010503,Census Tract 105.03; Santa Rosa County; Florida,1047
1400000US12113010504,Census Tract 105.04; Santa Rosa County; Florida,1876
1400000US12113010505,Census Tract 105.05; Santa Rosa County; Florida,423
1400000US12113010506,Census Tract 105.06; Santa Rosa County; Florida,1015
1400000US12113010601,Census Tract 106.01; Santa Rosa County; Florida,433
1400000US12113010602,Census Tract 106.02; Santa Rosa County; Florida,261
1400000US12113010704,Census Tract 107.04; Santa Rosa County; Florida,1509
1400000US12113010705,Census Tract 107.05; Santa Rosa County; Florida,602
1400000US12113010707,Census Tract 107.07; Santa Rosa County; Florida,1335
1400000US12113010708,Census Tract 107.08; Santa Rosa County; Florida,1140
1400000US12113010709,Census Tract 107.09; Santa Rosa County; Florida,1456
1400000US12113010710,Census Tract 107.10; Santa Rosa County; Florida,707
1400000US12113010711,Census Tract 107.11; Santa Rosa County; Florida,647
1400000US12113010712,Census Tract 107.12; Santa Rosa County; Florida,1100
1400000US12113010802,Census Tract 108.02; Santa Rosa County; Florida,1291
1400000US12113010808,Census Tract 108.08; Santa Rosa County; Florida,661
1400000US12113010809,Census Tract 108.09; Santa Rosa County; Florida,914
1400000US12113010812,Census Tract 108.12; Santa Rosa County; Florida,1583
1400000US12113010813,Census Tract 108.13; Santa Rosa County; Florida,1949
1400000US12113010814,Census Tract 108.14; Santa Rosa County; Florida,2370
1400000US12113010820,Census Tract 108.20; Santa Rosa County; Florida,1690
1400000US12113010821,Census Tract 108.21; Santa Rosa County; Florida,902
1400000US12113010822,Census Tract 108.22; Santa Rosa County; Florida,1566
1400000US12113010823,Census Tract 108.23; Santa Rosa County; Florida,794
1400000US12113010824,Census Tract 108.24; Santa Rosa County; Florida,1809
1400000US12113010825,Census Tract 108.25; Santa Rosa County; Florida,1005
1400000US12113010826,Census Tract 108.26; Santa Rosa County; Florida,439
1400000US12113010827,Census Tract 108.27; Santa Rosa County; Florida,1766
1400000US12113010828,Census Tract 108.28; Santa Rosa County; Florida,1152
1400000US12113010900,Census Tract 109; Santa Rosa County; Florida,2815
1400000US12113990000,Census Tract 9900; Santa Rosa County; Florida,0
1400000US12115000102,Census Tract 1.02; Sarasota County; Florida,1340
1400000US12115000103,Census Tract 1.03; Sarasota County; Florida,2532
1400000US12115000104,Census Tract 1.04; Sarasota County; Florida,1116
1400000US12115000200,Census Tract 2; Sarasota County; Florida,747
1400000US12115000300,Census Tract 3; Sarasota County; Florida,224
1400000US12115000401,Census Tract 4.01; Sarasota County; Florida,866
1400000US12115000404,Census Tract 4.04; Sarasota County; Florida,440
1400000US12115000405,Census Tract 4.05; Sarasota County; Florida,845
1400000US12115000406,Census Tract 4.06; Sarasota County; Florida,652
1400000US12115000407,Census Tract 4.07; Sarasota County; Florida,888
1400000US12115000501,Census Tract 5.01; Sarasota County; Florida,817
1400000US12115000502,Census Tract 5.02; Sarasota County; Florida,928
1400000US12115000503,Census Tract 5.03; Sarasota County; Florida,482
1400000US12115000601,Census Tract 6.01; Sarasota County; Florida,1158
1400000US12115000602,Census Tract 6.02; Sarasota County; Florida,1443
1400000US12115000700,Census Tract 7; Sarasota County; Florida,2354
1400000US12115000801,Census Tract 8.01; Sarasota County; Florida,1463
1400000US12115000802,Census Tract 8.02; Sarasota County; Florida,1787
1400000US12115000900,Census Tract 9; Sarasota County; Florida,1364
1400000US12115001000,Census Tract 10; Sarasota County; Florida,736
1400000US12115001101,Census Tract 11.01; Sarasota County; Florida,1055
1400000US12115001102,Census Tract 11.02; Sarasota County; Florida,907
1400000US12115001202,Census Tract 12.02; Sarasota County; Florida,594
1400000US12115001203,Census Tract 12.03; Sarasota County; Florida,2194
1400000US12115001204,Census Tract 12.04; Sarasota County; Florida,1540
1400000US12115001205,Census Tract 12.05; Sarasota County; Florida,1295
1400000US12115001206,Census Tract 12.06; Sarasota County; Florida,665
1400000US12115001301,Census Tract 13.01; Sarasota County; Florida,1387
1400000US12115001302,Census Tract 13.02; Sarasota County; Florida,1534
1400000US12115001303,Census Tract 13.03; Sarasota County; Florida,949
1400000US12115001304,Census Tract 13.04; Sarasota County; Florida,755
1400000US12115001402,Census Tract 14.02; Sarasota County; Florida,1045
1400000US12115001403,Census Tract 14.03; Sarasota County; Florida,3130
1400000US12115001404,Census Tract 14.04; Sarasota County; Florida,1965
1400000US12115001405,Census Tract 14.05; Sarasota County; Florida,2101
1400000US12115001503,Census Tract 15.03; Sarasota County; Florida,568
1400000US12115001504,Census Tract 15.04; Sarasota County; Florida,463
1400000US12115001505,Census Tract 15.05; Sarasota County; Florida,607
1400000US12115001508,Census Tract 15.08; Sarasota County; Florida,643
1400000US12115001509,Census Tract 15.09; Sarasota County; Florida,801
1400000US12115001510,Census Tract 15.10; Sarasota County; Florida,1842
1400000US12115001511,Census Tract 15.11; Sarasota County; Florida,1017
1400000US12115001601,Census Tract 16.01; Sarasota County; Florida,1240
1400000US12115001602,Census Tract 16.02; Sarasota County; Florida,1144
1400000US12115001702,Census Tract 17.02; Sarasota County; Florida,1955
1400000US12115001703,Census Tract 17.03; Sarasota County; Florida,1068
1400000US12115001704,Census Tract 17.04; Sarasota County; Florida,692
1400000US12115001801,Census Tract 18.01; Sarasota County; Florida,1751
1400000US12115001803,Census Tract 18.03; Sarasota County; Florida,766
1400000US12115001804,Census Tract 18.04; Sarasota County; Florida,725
1400000US12115001805,Census Tract 18.05; Sarasota County; Florida,729
1400000US12115001903,Census Tract 19.03; Sarasota County; Florida,1033
1400000US12115001904,Census Tract 19.04; Sarasota County; Florida,1437
1400000US12115001905,Census Tract 19.05; Sarasota County; Florida,905
1400000US12115001909,Census Tract 19.09; Sarasota County; Florida,1240
1400000US12115002003,Census Tract 20.03; Sarasota County; Florida,1223
1400000US12115002004,Census Tract 20.04; Sarasota County; Florida,1155
1400000US12115002007,Census Tract 20.07; Sarasota County; Florida,1028
1400000US12115002008,Census Tract 20.08; Sarasota County; Florida,775
1400000US12115002011,Census Tract 20.11; Sarasota County; Florida,288
1400000US12115002012,Census Tract 20.12; Sarasota County; Florida,1981
1400000US12115002013,Census Tract 20.13; Sarasota County; Florida,1717
1400000US12115002014,Census Tract 20.14; Sarasota County; Florida,3641
1400000US12115002015,Census Tract 20.15; Sarasota County; Florida,930
1400000US12115002016,Census Tract 20.16; Sarasota County; Florida,2616
1400000US12115002101,Census Tract 21.01; Sarasota County; Florida,1335
1400000US12115002102,Census Tract 21.02; Sarasota County; Florida,1470
1400000US12115002201,Census Tract 22.01; Sarasota County; Florida,934
1400000US12115002203,Census Tract 22.03; Sarasota County; Florida,1017
1400000US12115002204,Census Tract 22.04; Sarasota County; Florida,799
1400000US12115002205,Census Tract 22.05; Sarasota County; Florida,1308
1400000US12115002302,Census Tract 23.02; Sarasota County; Florida,1085
1400000US12115002304,Census Tract 23.04; Sarasota County; Florida,1047
1400000US12115002305,Census Tract 23.05; Sarasota County; Florida,782
1400000US12115002306,Census Tract 23.06; Sarasota County; Florida,1468
1400000US12115002307,Census Tract 23.07; Sarasota County; Florida,730
1400000US12115002401,Census Tract 24.01; Sarasota County; Florida,1424
1400000US12115002403,Census Tract 24.03; Sarasota County; Florida,562
1400000US12115002404,Census Tract 24.04; Sarasota County; Florida,611
1400000US12115002504,Census Tract 25.04; Sarasota County; Florida,506
1400000US12115002505,Census Tract 25.05; Sarasota County; Florida,505
1400000US12115002507,Census Tract 25.07; Sarasota County; Florida,1101
1400000US12115002508,Census Tract 25.08; Sarasota County; Florida,686
1400000US12115002509,Census Tract 25.09; Sarasota County; Florida,974
1400000US12115002510,Census Tract 25.10; Sarasota County; Florida,1273
1400000US12115002511,Census Tract 25.11; Sarasota County; Florida,902
1400000US12115002601,Census Tract 26.01; Sarasota County; Florida,876
1400000US12115002602,Census Tract 26.02; Sarasota County; Florida,863
1400000US12115002603,Census Tract 26.03; Sarasota County; Florida,625
1400000US12115002604,Census Tract 26.04; Sarasota County; Florida,1028
1400000US12115002605,Census Tract 26.05; Sarasota County; Florida,620
1400000US12115002710,Census Tract 27.10; Sarasota County; Florida,291
1400000US12115002714,Census Tract 27.14; Sarasota County; Florida,1683
1400000US12115002716,Census Tract 27.16; Sarasota County; Florida,3020
1400000US12115002720,Census Tract 27.20; Sarasota County; Florida,1098
1400000US12115002721,Census Tract 27.21; Sarasota County; Florida,661
1400000US12115002723,Census Tract 27.23; Sarasota County; Florida,411
1400000US12115002724,Census Tract 27.24; Sarasota County; Florida,438
1400000US12115002725,Census Tract 27.25; Sarasota County; Florida,2690
1400000US12115002726,Census Tract 27.26; Sarasota County; Florida,2763
1400000US12115002727,Census Tract 27.27; Sarasota County; Florida,819
1400000US12115002728,Census Tract 27.28; Sarasota County; Florida,1142
1400000US12115002729,Census Tract 27.29; Sarasota County; Florida,463
1400000US12115002730,Census Tract 27.30; Sarasota County; Florida,939
1400000US12115002731,Census Tract 27.31; Sarasota County; Florida,2317
1400000US12115002732,Census Tract 27.32; Sarasota County; Florida,1850
1400000US12115002733,Census Tract 27.33; Sarasota County; Florida,1340
1400000US12115002734,Census Tract 27.34; Sarasota County; Florida,3918
1400000US12115002735,Census Tract 27.35; Sarasota County; Florida,972
1400000US12115002736,Census Tract 27.36; Sarasota County; Florida,817
1400000US12115002737,Census Tract 27.37; Sarasota County; Florida,1397
1400000US12115002738,Census Tract 27.38; Sarasota County; Florida,820
1400000US12115002739,Census Tract 27.39; Sarasota County; Florida,801
1400000US12115002740,Census Tract 27.40; Sarasota County; Florida,865
1400000US12115002741,Census Tract 27.41; Sarasota County; Florida,1043
1400000US12115002742,Census Tract 27.42; Sarasota County; Florida,1186
1400000US12115002743,Census Tract 27.43; Sarasota County; Florida,781
1400000US12115002744,Census Tract 27.44; Sarasota County; Florida,470
1400000US12115002745,Census Tract 27.45; Sarasota County; Florida,1339
1400000US12115002746,Census Tract 27.46; Sarasota County; Florida,1425
1400000US12115002747,Census Tract 27.47; Sarasota County; Florida,422
1400000US12115002748,Census Tract 27.48; Sarasota County; Florida,1068
1400000US12115990000,Census Tract 9900; Sarasota County; Florida,0
1400000US12117020101,Census Tract 201.01; Seminole County; Florida,259
1400000US12117020102,Census Tract 201.02; Seminole County; Florida,294
1400000US12117020201,Census Tract 202.01; Seminole County; Florida,326
1400000US12117020202,Census Tract 202.02; Seminole County; Florida,827
1400000US12117020301,Census Tract 203.01; Seminole County; Florida,605
1400000US12117020302,Census Tract 203.02; Seminole County; Florida,161
1400000US12117020401,Census Tract 204.01; Seminole County; Florida,148
1400000US12117020402,Census Tract 204.02; Seminole County; Florida,707
1400000US12117020500,Census Tract 205; Seminole County; Florida,392
1400000US12117020601,Census Tract 206.01; Seminole County; Florida,1861
1400000US12117020602,Census Tract 206.02; Seminole County; Florida,1998
1400000US12117020703,Census Tract 207.03; Seminole County; Florida,2943
1400000US12117020704,Census Tract 207.04; Seminole County; Florida,4248
